社員ID,名字,名前,名字フリガナ,名前フリガナ,生年月日（西暦）,入社年月,エンジニア歴,扱える言語,経歴,研修の受講歴,技術力,受講態度,コミュニケーション能力,リーダーシップ,備考,更新日
ZGPX0DE,栗本,正二郎,クリモト,セイジロウ,2000年4月1日,2019年12月21日,586,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
HGJR52S,遠藤,泰博,エンドウ,ハタヒロ,1995年11月13日,2013年11月4日,381,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
YA4JGDX,佐々木,健,ササキ,タケル,1972年12月23日,2018年12月17日,126,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
G09WZ9S,天本,聖子,テンモト,セイコ,1972年2月17日,2011年6月26日,287,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
N2YMQH4,加藤,倫,カトウ,ユイ,1987年10月13日,2013年5月21日,67,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
YRC99WJ,古川,真名,フルカワ,マナ,1964年4月11日,2019年11月21日,427,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
S9FXBZS,佐藤,哲弘,サトウ,テツヒロ,1972年4月10日,2012年5月10日,114,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
WZMUDMH,小宮山,健太郎,コミヤマ,ケンタロウ,1970年8月21日,2010年5月24日,80,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
Z9SB6YV,小柴,智也,コシバ,トモヤ,1977年9月24日,2011年12月1日,195,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
XF80493,長野,紀子,ナガノ,ノリコ,1993年2月19日,2013年7月27日,394,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
WAYMJ9X,太田,誠,フトダ,マコト,1984年5月19日,2008年12月12日,110,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
Y9RLWHL,名倉,潔,ナグラ,キヨシ,1973年3月18日,2008年7月22日,593,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
CUJT2X4,柴田,敬子,シバタ,ケイコ,1981年8月24日,2013年2月18日,367,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
8G0VXPH,坂西,彩,サカニシ,アヤ,1963年7月30日,2014年2月19日,298,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
GN8GW8S,原田,勇気,ハラダ,ユウキ,1979年8月24日,2021年12月10日,124,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
X24GR44,佐藤,麻弓,サトウ,マユミ,1960年7月13日,2012年10月28日,391,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
U5N9EWZ,藤井,陽一,フジイ,ヨウイチ,1982年12月3日,2010年11月1日,38,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
UYZ2RD0,古澤,浩史,フルサワ,ヒロシ,1984年8月16日,2011年11月9日,326,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
G4SJKDU,伊藤,哲也,イトウ,テツヤ,1986年9月24日,2012年1月16日,421,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
JRDLVXY,荻野,晋,ハギノ,シン,1986年10月20日,2019年6月21日,299,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
ARNZ5OQ,北山,今日子,キタヤマ,キョウコ,1978年9月6日,2015年11月7日,536,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
HVJHDPS,岡,明日香,オカ,アスカ,1985年12月16日,2016年9月24日,288,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
5CITVVY,薄井,周,ウスイ,アマネ,1969年3月7日,2018年8月5日,59,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
FMDMCRW,奥野,理衣,オクノ,リイ,1967年3月2日,2021年12月26日,116,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
I1G7DRA,村上,葉子,ムラカミ,ヨウコ,1965年1月5日,2016年4月17日,6,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
C8L8B1S,吉村,健太,ヨシムラ,ケンタ,1998年9月10日,2018年7月8日,549,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
LK6PDPL,鈴木,綾子,スズキ,アヤコ,1996年3月30日,2019年2月8日,248,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
P89IGW1,遠藤,京子,エンドウ,ケイコ,1960年5月18日,2021年1月28日,555,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
HNYPN76,藤田,紀子,フジタ,ノリコ,1965年1月11日,2016年5月19日,260,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
RMZ1Y3Z,塩出,智行,シオデ,トモユキ,1986年2月12日,2020年1月16日,304,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
6CSUKCD,西,祐樹,ニシ,ユウキ,1998年12月4日,2008年4月13日,581,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
4GNJBM2,北山,和泉,キタヤマ,イズミ,1989年6月24日,2016年9月22日,147,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
7LE1LRB,工藤,まり,クドウ,マリ,1972年4月13日,2021年11月9日,445,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
1UV2RGA,宮城,ジュン,ミヤギ,ジュン,1986年11月28日,2017年6月16日,305,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
1O73XVU,川村,憲昭,カワムラ,ノリテル,1975年2月27日,2022年2月24日,35,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
MFIAK64,安部,美奈,アベ,ミナ,1974年7月22日,2012年7月1日,412,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
9LLB31Q,田村,英里子,タムラ,エリコ,1997年11月12日,2018年3月2日,299,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
19B7ADW,田中,幸恵,タナカ,サチエ,1997年11月11日,2012年2月14日,69,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
XTIDJTI,田中,彩,タナカ,アヤ,1990年7月1日,2022年12月20日,326,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
36IXEKI,増田,京子,マスダ,キョウコ,1984年11月19日,2021年8月14日,96,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
XVZFGEZ,窪,宏,クボ,ヒロシ,1989年3月26日,2021年2月1日,54,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
9V7WQ38,大塚,良一,オオツカ,リョウイチ,1966年10月7日,2014年6月18日,104,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
KQ9DXYX,森岡,健太,モリオカ,ケンタ,1970年2月22日,2008年4月21日,479,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
FY6LFHX,石井,康子,イシイ,ヤスコ,1965年10月19日,2018年2月18日,235,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
J5WVFGI,秋山,隆史,アキヤマ,タカシ,1964年3月29日,2008年4月21日,52,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
PYW02GH,大和,康之,ヤマト,ヒロノ,1990年1月4日,2020年7月11日,496,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
SQR44KK,田村,絵里香,タムラ,エリカ,1974年8月12日,2020年10月25日,310,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
KU54BFW,村木,悟,ムラキ,サトル,1962年11月16日,2013年9月10日,31,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
D2D4OD6,平沢,宏一,ヒラサワ,コウイチ,1992年6月16日,2017年1月20日,215,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
315M3C2,早川,昌史,ハヤカワ,マサシ,1991年10月31日,2014年3月21日,290,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
ZY5UKQA,阪本,庸子,サカモト,ヒロコ,1998年5月18日,2009年10月13日,436,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
IF77A8F,坂田,亮,サカタ,リョウ,1991年7月2日,2017年3月28日,285,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
GMBOJKN,齊藤,由加,サイトウ,ユカ,1977年3月9日,2012年5月18日,71,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
51JRJVS,中川,昌紀,ナカガワ,マサキ,1978年8月20日,2013年6月27日,409,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
AR8LWA7,荒田,直孝,アラタ,ナオタカ,1983年8月5日,2017年4月23日,84,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
OK2QU71,松田,えり,マツダ,エリ,1975年9月21日,2020年3月7日,491,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
LCG2WAH,斉田,靖彦,サイダ,ハルヒコ,2000年8月18日,2012年10月17日,310,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
RWGUW47,岩井,祐樹,イワイ,ユウキ,1977年9月15日,2019年6月4日,282,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
XDR2BW8,小田,哲矢,オダ,テツヤ,1998年2月11日,2008年6月21日,39,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
EQPM3AM,中村,ゆう子,ナカムラ,ユウコ,1976年3月8日,2010年2月11日,145,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
O0FZLM8,平山,真幸,ヒラヤマ,マサチ,1971年7月13日,2010年2月2日,452,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
DGO6RTU,片桐,俊秀,カタギリ,トシヒデ,1977年3月23日,2011年2月7日,207,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
QL8VYZX,入野,奈津子,イリノ,ナツコ,1987年9月19日,2015年3月27日,89,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
BZHUDTH,竹中,七海,タケナカ,ナナミ,1976年12月27日,2013年11月3日,595,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
9PVFLWQ,村田,潤,ムラタ,ジュン,1968年12月16日,2014年9月3日,187,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
YO56ARP,平島,香織,ヒラシマ,カオリ,1993年11月9日,2017年4月22日,220,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
DX4RW4V,高橋,宏,タカハシ,ヒロシ,1963年11月11日,2019年7月11日,281,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
N8NKGZE,山田,恵美,ヤマダ,エミ,1995年1月7日,2018年12月18日,81,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
YPKXG6H,小林,佳奈,コバヤシ,カナ,1969年2月22日,2016年5月6日,375,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
HHN6MZI,鈴木,彩,スズキ,アヤ,1967年11月13日,2008年12月18日,291,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
M6OQ40W,藤原,庸子,フジハラ,ヤスコ,2000年10月19日,2013年7月10日,295,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
YFVMQ60,山田,充紀,ヤマダ,ミツノリ,1987年10月13日,2018年8月21日,106,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
CCGFAGE,鈴木,公子,スズキ,マサコ,1964年2月15日,2015年9月18日,215,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
VYMTAGK,山下,桂子,ヤマシタ,ケイコ,1965年3月25日,2020年9月20日,380,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
W2MGWD1,佐藤,侑,サトウ,ユウ,1976年8月11日,2018年8月5日,208,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
Y6VLL4K,高橋,武,タカハシ,タケル,1982年4月13日,2018年8月25日,74,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
RG87THC,大坪,賢一,オオツボ,ケンイチ,1980年12月26日,2013年6月21日,382,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
5JM0XN6,高橋,拓実,タカハシ,ユミ,2000年7月7日,2020年8月21日,437,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
54YL3FG,穴見,加奈子,アナミ,カナコ,1975年11月24日,2019年3月5日,488,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
FB836HX,多田,英子,タダ,エイコ,1991年2月5日,2014年9月2日,82,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
SLFOMUZ,井上,ひろみ,イノウエ,ヒロミ,2000年6月17日,2018年10月9日,73,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
XCK30X7,加藤,真由美,カトウ,マユミ,1960年10月16日,2021年12月19日,167,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
QWMR830,松平,信吾,マツダイラ,シンゴ,1995年3月8日,2020年8月6日,281,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
KCL36K3,加藤,大地,カトウ,ダイチ,1972年10月24日,2017年7月25日,196,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
38QRCUK,古川,真弓,フルカワ,マユミ,1980年8月1日,2022年2月8日,92,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
A5JSJU4,望月,彩織,モチヅキ,アヤオリ,1977年11月14日,2019年9月22日,589,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
UYJZFZK,濱田,彰,ハマダ,ショウ,1970年7月16日,2010年3月17日,544,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
DYIGU2J,木村,一則,キムラ,カズノリ,1995年1月13日,2023年5月4日,348,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
HH0Z9R0,林,真理子,ハヤシ,マリコ,1971年7月12日,2013年6月10日,494,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
5T7O7XT,中山,和明,ナカヤマ,カズアキ,1973年8月13日,2011年6月10日,321,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
RA2Z3FV,藤田,晃司,フジタ,コウジ,1999年2月3日,2017年8月19日,296,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
R4Z75S7,冨田,義博,トミタ,ヨシヒロ,1980年6月14日,2009年10月19日,257,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
TIQF1YS,倉島,かおる,クラシマ,カオル,1975年3月17日,1998年1月25日,538,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
BNOIZG6,志村,華奈子,シムラ,カナコ,1977年7月15日,1999年5月20日,373,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
UAILWWO,水谷,敏則,ミズタニ,トシノリ,1989年9月6日,2011年8月28日,210,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
F0VNT7Q,杉原,正二,スギハラ,ショウジ,1998年5月26日,2020年3月17日,145,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
MGJMNR6,田口,秀樹,タグチ,ヒデキ,1965年10月26日,1994年10月20日,578,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
B3B0L89,秋本,麻衣子,アキモト,マイコ,1986年7月12日,2016年6月1日,183,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
KYTKFUP,青木,愛実,アオキ,マナミ,1980年11月14日,2001年7月15日,82,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
W1MCHTR,井上,徹,イノウエ,トオル,1979年8月1日,2003年10月17日,214,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
0TQI2Y7,井上,哲也,イノウエ,テツヤ,1994年3月13日,2016年2月12日,525,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
